"keywords","label0","label1","label2","label3","label4","label5","label6","label7","label8","label9","label10","label11","label12","label13","label14","label15"
" I recommend you to take a look by the way!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This tower observation deck was recommended for having great views of Shanghai and it certainly didn't disappoint","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We effortlessly reached the 88th floor via smooth elevators onto the observation area","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The views were electric and spectacular and well worth the small admission","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The centre of the building is cylindrical and you can view all the way down through the middle to the ground area","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Good place to visit and crowds were quite small after lunch","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A week in Shanghai and every day or evening I never tired of looking with always different lights this view that looked out from the hotel in which I was (Fairmont Peace), skyscrapers of so different shapes yet harmonious as a whole, the river in front of them flows slowly and brings from morning to evening boats of all kinds, from Yacht to oil tankers without the whole being disfigured","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Humble?  Looks more like a Grand Administrator's Garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Probably been a tongue-in-cheek comment since it's establishment","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It's a very, very, large garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Wonderful paths taking you through a variety of different landscapes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Tranquil and picturesque","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It can be a bit difficult to get a picture without the requisite fellow tourist as the garden is well visited","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It's a good place to take a walk especially in night","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It's a walkway on riverside with all the beautifully lit skyscrapers on both sides","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Also has good small eating joints","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After thinking about Zhouzhuang trip for more than many years, I managed to make use of my business trip to come to Zhouzhuang for a visit","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It was a pity that I didn't get to sit on the traditional bamboo raft in Zhouzhuang, but it may be Sunday, and there were too many people on the waterway 2 and stone","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" They bought snacks and went shopping all the way, and there was nothing special about the food","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" I didn't have a chance to watch the show because of the machine in the evening","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" So I gave myself a reason to come back next time","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Centrally located, this harden is definitely worth a visit","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  It is beautiful and by design peaceful but it can get very crowded!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This tower is fantastic and gives a great view","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Try to pick a blue sky day as the view goes forever","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The lift travels at 7metres per second and theres no vibration","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There's a great souvenir shop and when you go down to another observation level, the floor is a glass observation floor","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"There is history here, but other than being next to the river and having a lot of the larger, older hotels, and shopping, it is not a very interesting tourist attraction","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"You can skip the boat ride as it pretty short and nothing really interesting to see along the way","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
" There are many shops to explore but make sure you bargain before you buy","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" Can usually get some discount from the shop owners","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" Food is only average so you can give it a miss","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Loved seeing all the modern buildings on water side and historic buildings on other side ","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amazing flower walls ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"So many people so be aware of pickpockets ! ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stately and gorgeous buildings line the road","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Best know something about the history of the area to really appreciate it (like rubbing the noses of the lions outside one of the banks)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The Peace Hotel is like walking into a 1920s film set","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"The place is very well kept","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The eating places are nearby but discreetly hidden from direct view","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
" Public Rest rooms are clean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is not to be missed","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" A walk along the Bund with a guide will explain most of Shanghai's history in the buildings you will see","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There is so much to take in","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A wonderful skyline at night, you can't say you've been in Shanghai if you miss it! Beware of pickpockets and of ""easy"" girls that approach you if you are only men","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Do bring your camera for unforgettable pictures","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" You can stroll for one or two hours along the quay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You've got tons of night spots lined up on this street","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Tons of tourists, and cool roof top bars","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is somewhere you can spend so much time","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Outside is the hustle/bustle of modern China, inside is a peaceful retreat, with great history, beautiful rooms and pools","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Walk along the river","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" To be amazed, especially in the evening when the lights are turned on","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Full of people, but it feels safe and quiet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The atmospheric park is sharpened on the withdrawal of money from tourists, but in general the place is very interesting for those who want to have fun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are many people","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The most interesting thing here is the theater, here it is necessary to visit it! nothing will convey the spirit of the country better than art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The performance is very spectacular-stunning special effects, beautiful costumes and national songs and dances, such will leave no one indifferent","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spent a morning here and found it very interesting","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Some areas were closed, but still found plenty to look around","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Would recommend to find out about the past of Shanghai and China in general","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He took me to Turner, a business man in China, to have dinner with the owner of the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The garden contains the world's largest stalactite and other novel things, published in the Guinness Book of Records","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It's best to eat in a private restaurant","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"The Grand building is set in some lovely gardens, easy to access via the Metro","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The many exhibits are housed over 4 levels that are well set out","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Allow at least 2-3 hours to walk around the collections of bronze, pottery, furniture and other exhibits","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We were there on a weekday and found the crowds acceptable","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nestled inside the heart of Shanghai is this small oasis that will transport you into another world","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" the old world of the king dynasty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Don't get worried by the over crowded streets just outside","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" You can spend hours but about 60-90 mins is good enough","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Peace within urban chaos! Must visit","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I first visited Yu Garden 10 years ago; it was beautiful and serene place","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" When you are inside it is hard to believe how small is the place; you can easily get lost there and forget about the surrounding metropolis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" You discover new, surprising view literally on every step","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Unfortunately, today (Sunday afternoon) it was incredibly crowded","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Local say this is always the case nowadays","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" So it was hard to resurrect the feeling I had 10 years ago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Then the pedestrian alleys and the century-old shops where it is quite possible to make your souvenir shopping (lots of scarves, etc","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
") And eat some local specialties","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" But most of all, these typical houses are admired, some of which are undergoing extensive restoration","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" To discover especially when you want to move a little away from Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"the minorities gallery and the furniture gallery are a must, we only had a short time there sadly ,The carved ancient furniture is amazing,and all the different costumes in the minorities gallery are very interesting,the ceramics section was to big for us to spend as much time as we would have liked,An interesting day out ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Visit if you get the chance,its nice and cool in there too","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tongli is an enjoyable canal town","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is a bit 'rough' around the edges but polishing it may change its character","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It smells a bit in some areas, and there are many museums to see in addition to the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" A highlight was the sex museum which covers the topic through history from a cultural perspective","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" None-the-less there were many amusing exhibits","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We also enjoyed the canal boat ride for 90 RMB (for up to 6 persons) although I'm not sure we got our full 25 minutes","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
" There is an admission to the town itself, but since we stayed in the town, our tour company covered this","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The sights of Suzhou are only 1/2 hour away","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" From there one can take a fast train to Shanghai","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Crowded but definitely worth checking this place out esp at night where the buildings light up","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Stroll along the bund to catch different views from different angle","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Be sure to check this place out when you are in Shanghai!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Visited as part of an organized tour and was thoroughly surprised as how large and beautiful the gardens are","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" A beautiful location to visit and explore with many different buildings and garden motifs","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Really enjoyed stilling through the many buildings and especially the bonsai collection","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Would be bad during inclement weather   ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"On my trip through China, Shanghai, and with it the Jin Mao Tower, was one of my stations! a sight to see in any case! The entrance fee for this gigantic building is only 5 €(including elevator ride), for the price, this is definitely worth a trip with the whole family! The viewing platform is located at 340m altitude, there you can walk around the building, for souvenir enthusiasts, there sell locals, pearl necklaces, which are brought fresh from fresh water shells, if you want you can make them as a pendant to a shell and buy at a low price!","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
" If you take the pearl alone, this is free of charge! the only negative aspect of the tour, the view was not optimal, because if you know Shanghai something, you know that this city is very smoky, so unfortunately you could not quite look so far! because I and my girlfriend liked it so much, we went there the same evening, and were in the hotel bar of Hyatt (you have to know that in the Jin Mao Tower from the 53-87 floor the Grand Hyatt Shanghai Hotel is integrated) this is there the highest bar Always happy!","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Get the pass and see it all","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Every floor had something fabulous to do and we arranged to have dinner there at the revolving restaurant which we were seated at 5pm and stayed till sunset! It’s a buffet so expect a lot of getting up and down and remember where the heck your sitting as your floor is revolving so the same area  you left to go to the huge buffet isn’t the same place you come back too!  Also, keep in mind, the Chinese like to crowd in and if your waiting in line, they’ll just push right in front of you so stand your spot of you’ll  be waiting all night to get something","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"  Don’t miss the future of Shanghai floor and don’t miss the observatory area where the floor is see through","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" definitely worth spending a few hours there but you have to purchase your all in one ticket before heading up","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
" Expect long lines to get on and off the elevator to different floors and attractions ! ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reconstruction of one of Shanghai's most evocative tourist environments, in the midst of pagodas and shops","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pure product of Asian architecture, this is a building that stands in the middle of the surrounding buildings and gives a unique character to the view","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We took a private tour starting from our hotel, the Peace Hotel","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" Took an hour from 10:30-11:30 to arrive at Zhujiajiao ancient town","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The river was lined with souvenir shops and shops serving the same foods one after another and people Our guide took us into the garden and explained its story","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"  We took the gondola ride to another section of the town just to see more of the same junk!  Then we left and drove 2 hrs back through 2 hrs of traffic!! What a waste of 4 hours!! Not worth it","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
" If you want to see a beautiful garden and history go to Yu Gardens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Suzhou is a great city with lots of history","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" There are many things to do in this city","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" During the day, we stopped by a few gardens and temples","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" At night time, we went to the Shantang Street","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" This street looks like ancient China with modern lighting","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The night view is beautiful and it is worth the trip to come experience it","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" This street has some alleys and back streets with shops and restaurants","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
" Food was pretty good but the view was better","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We came here on a weekday night and it was packed with people","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Temperature was a little chilly, but it was bearable","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" This location is not too far from a local subway station","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
" We took the high speed rail from Shanghai to Suzhou, and it only took roughly a hour","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
" Remember to bring your passport to buy high speed train tickets in China","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"was great during the day but at night you could hardly move as we went there on a public holiday great views","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A place where local shops and restaurants are scattered among ancient buildings","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
" It became a pedestrian street, but in short, there were a lot of people","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I don't know the location of the garden","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Maybe it's a good place for people who like architecture? The construction sign of the courtyard along the street! Under construction?","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Worthwhile talking your time and walking the Bund","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Crowded with lots of CCTV but the buildings and the river are very interesting","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Warmer weather would probably bring more crowds and feel a bit buzzier but we enjoyed the quieter experience of February","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We crossed to the otherside by way of a tunnel under the river but nothing seemed opened over there so headed back to Nanjing Road side","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
" The crossing is really set up for small children with lights and dinasaurs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I think if you could do a sunset cruise on the river the view back and the city lights would be fabulous","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Yu Garden is an oasis within the city of Shanghai","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Ponds, hidden stairwells, history abounds and welcomes the traveler","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  A must see while visiting Shanghai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The park was built for a rest by an ancient governor","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It's wide and beautiful","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Because there are six areas in this place","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The most famous area is Yuhua, where there are three stones","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We have an obligation to take pictures in front of the three stones, which means we went to Shanghai","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you like calligraphy, furniture, textiles and sculptures this museum is a must","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The museum is not big but has a great collection of historical artifacts","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Great explanations and an incredible collection of wooden masks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" In a couple of hours you can see everything but arrive early since the line to enter the museum is long","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Shanghai Museum massive and incredibly well organized","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Each level has a few different exhibits that are well laid out and unique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I would recommend spending a few hours here if you’re hoping to see all the different exhibits ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I was there after dark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I thought it was a disadvantage at first","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" But especially in the dark the colors of the lights come down there well","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Very many visitors but without intrusion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" You must have seen that","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is a great area to walk, do some shopping but be sure and take the ferry to the other side so you can view the financial area and see the Bund from across the river","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Buildings with European architectural style, and also with access to the Shanghai skyline promenade, which I saw day and night","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Unlike its more popular cousins Zhujiajiao and Zhouchuang, Tongli is quieter but just as nice","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The picturesque water town is a little further than the rest but is easily accessible by MRT","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" We took about an hour to reach it from Suzhou","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What really struck us about this place are the friendly vendor and service staff at the attractions","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Somehow, they us feel so welcome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is a very pleasant area and quaint historic district along the Pudong","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It has great views of the new development across the river","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" But it also is a key to understanding China","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The British were in control here","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" They and other nations left great resentment","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It helps explain why China had a standoff policy in place for many years","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I have not seen a more visible museum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" All exhibits are made in an accessible and understandable form","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" All the ""news"", of course, is nevertheless very interesting","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Practically immerse yourself in the atmosphere of the old Shanghai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I went twice, once when it was raining and once when it was sunny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Very crouded and touristy with a lot of in your face street sellers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amazing, colorful, and a million mile away from home","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The Bund is the colorful center of Shanghai and a place to see the world go buy","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xuanwu Lake is a very popular attraction in Nanjing","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  I went in the evening taking the metro to Gulou Station  and first walkingto the Jiefang Gate","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Neat here is the Jiming Tempe which looks very interesting","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I walked along the causeway to the islands on the lake","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It was a sunny afternoon and it was very peaceful, you get views of the Zhong Mountain and turning around you see the modern city centre of Nanjing","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  There is plenty of shade and you can meander at your own pace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  Have a sit down and enjoy the tranquil nature of this place","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There is a lovely little rose garden with a ginko tree on Yingzhou Island","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  The Jasmine flowers were out when I visited and filled the air with a lovely fragrance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
" The only problem is at some point you have to leave and get back to the metro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  After passing through Xuanwu Gate, you can then take the same named metro back to the centre","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Particular street of Suzhou, among the walks we had dinner in a typical restaurant with local friends, where we were served the famous fresh water crabs, fish and local vegetables","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
" Very characteristic area for walks along the canals, pleasant to visit during the day with all the shops open that in the evening, with the lights characteristic of the place","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There are always a lot of people, but the real art garden on the lake is really great","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The buildings with souvenir shops nearby were built later","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The lake itself, of course, is beautiful","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Bridges, pagodas, willows","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" But it may not be easy for a foreign tourist to come there, especially if we get there on a rainy day","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" The distances between the sights are decent, bus stops are not equipped with signs in any languages other than Chinese","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" There is an announcement that in it-it is unclear, maybe the bus is cancelled at all","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
" The Chinese are not friends with English, and it is almost useless to ask for help","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" With a taxi it is difficult, local call on the phone, the tourist has to catch a bomb, they will not miss","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
" Rain, cold, you can break any price","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Had it not been for the tickets for the night show (amazing, by the way), they would have left without regret","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"I thought 180 yuan could reach a certain height, but there was also an observation platform and a place to blow below, which finally made me very satisfied","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A walk along the Bund is a must do for any visitor to Shanghai - take in the buildings, the history, the river and the great skyline","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"evenig under lights looks spectacular, the place to chill after long day of work","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" beautiful and well planned to attract tourists","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There is also an undersea tunnel, where you can have a good time, but it is very ordinary compared with the excellent aquariums in Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" Admission is also expensive, so there is no need for sightseeing","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"City planning is hardly a subject which feels one with a sense of wonder, but it is very interesting to see how the rapid development of such a large city has been planned","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I found the museum informative and well equipped for English speakers","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Bund, which is famous for its night scenery, is 5 p","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" I hope all passengers can see the Bund at this time","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" First of all, at 5pm in December, the Oriental Pearl and high-rise financial buildings at sunset are beautiful against the backdrop of a bright sky","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" And the dim and gorgeous lights of the Bund is another atmosphere ~! Later, I will travel to Shanghai with a cup of coffee, overlooking the opposite Pudong and walking leisurely on the Bund!","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xuanwu Lake is located outside the city gate of Nanjing, surrounded by beautiful lakes and mountains, waves and shadows, and the lake scenery is very beautiful","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" it is a relaxing scenic area with a large lake surface","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" it takes more than ten kilometers to travel around","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" if the time is not running out, or if you don't want to go, there are scenic spots to take! The scenic area is divided into the whole lake environment and part of the environment, there is a special area, when the weather is good, the degree is good, the lake light and water shadow and the sky white are combined into a picture, the beauty of the scenery, the scenery of the whole lake and part of the environment, the scenic area is divided into the whole lake environment and part of the environment","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" It is one of the necessary scenic spots for tourist promotion in Nanjing","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I always enjoy visiting Xi Tang, still keeps the seal of authenticity so rare to find around Shanghai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" If you are not used to Chinese food or you use to have concerns about the cleanness of the kitchens at the local restaurants is better that you bring your own snacks/sandwiches with you","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
